OBJECTID,COUNTY,CITY,COPRI,created_user,created_date,last_edited_user,last_edited_date,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length
339,Los Angeles County,Paramount,19250,,,,,,,,,18167567.8789063,24985.8555359233
340,Los Angeles County,Pasadena,19251,,,,,,,,,87625818.5429688,104435.760624665
341,Los Angeles County,Pico Rivera,19287,,,,,,,,,33639706.7460938,35104.2499555557
342,Los Angeles County,Pomona,19252,,,,,,,,,86952272.296875,60124.622733249
343,Los Angeles County,Rancho Palos Verdes,19253,,,,,,,,,50780047.3476563,75852.344660058
344,Los Angeles County,Redondo Beach,19254,,,,,,,,,23513432.71875,41575.0015750029
345,Los Angeles County,Rolling Hills,19255,,,,,,,,,11234635.65625,17683.7158375412
346,Los Angeles County,Rolling Hills Estates,19256,,,,,,,,,13514376.046875,45041.983001387
347,Los Angeles County,Rosemead,19289,,,,,,,,,19574815.8398438,34797.8297989146
348,Los Angeles County,San Dimas,19292,,,,,,,,,58371572.4609375,62870.8209608007
349,Los Angeles County,San Fernando,19257,,,,,,,,,9020583.203125,13503.5427893223
350,Los Angeles County,San Gabriel,19258,,,,,,,,,15649794.6757813,35597.8161797645
351,Los Angeles County,San Marino,19259,,,,,,,,,14271330.4453125,20879.859453172
352,Los Angeles County,Santa Clarita,19260,,,,,,,,,36079.203125,1012.41421030034
353,Los Angeles County,Santa Clarita,19260,,,,,,,,,49.46484375,47.7747753101495
354,Los Angeles County,Santa Clarita,19260,,,,,,,,,321444.9765625,3509.14678211675
355,Los Angeles County,Santa Clarita,19260,,,,,,,,,280737954.546875,144091.122969861
356,Los Angeles County,Santa Fe Springs,19261,,,,,,,,,33480667.6914063,57932.033557614
357,Los Angeles County,Santa Monica,19262,,,,,,,,,32229259.7460938,24285.3186858479
358,Los Angeles County,Sierra Madre,19263,,,,,,,,,11217233.0078125,14798.9237106554
359,Los Angeles County,Signal Hill,19264,,,,,,,,,8266889.09375,20733.9079053513
360,Los Angeles County,South El Monte,19288,,,,,,,,,10779104.875,22832.3425698397
361,Los Angeles County,South Gate,19265,,,,,,,,,27738072.0039063,37718.5368688959
362,Los Angeles County,South Pasadena,19266,,,,,,,,,12934870.3789063,16016.9567238668
363,Los Angeles County,Temple City,19268,,,,,,,,,15244975.078125,22295.3056170265
364,Los Angeles County,Torrance,19270,,,,,,,,,77382881.9765625,51508.8263710009
365,Los Angeles County,Unincorporated,19000,,,,,,,,,1319292843.64063,622548.310315319
366,Los Angeles County,Unincorporated,19000,,,,,,,,,964590191.652344,135965.580351118
367,Los Angeles County,Unincorporated,19000,,,,,,,,,1084851205.15625,157403.055990468
368,Los Angeles County,Unincorporated,19000,,,,,,,,,790174.2109375,5184.52229918738
369,Los Angeles County,Unincorporated,19000,,,,,,,,,51327.609375,1203.68403591951
370,Los Angeles County,Unincorporated,19000,,,,,,,,,1966990.6796875,6546.6283989495
371,Los Angeles County,Unincorporated,19000,,,,,,,,,624389.53515625,3427.93847688629
372,Los Angeles County,Unincorporated,19000,,,,,,,,,556456.53515625,3983.20746053384
373,Los Angeles County,Unincorporated,19000,,,,,,,,,336130.59765625,3376.74279440308
374,Los Angeles County,Unincorporated,19000,,,,,,,,,742510.0546875,4253.80536974189
375,Los Angeles County,Unincorporated,19000,,,,,,,,,242712.1640625,2990.05264290932
376,Los Angeles County,Unincorporated,19000,,,,,,,,,394976.65625,2739.85699777707
377,Los Angeles County,Unincorporated,19000,,,,,,,,,2047044.66015625,9850.06137953898
378,Los Angeles County,Unincorporated,19000,,,,,,,,,45112.76953125,1060.87802255953
379,Los Angeles County,Unincorporated,19000,,,,,,,,,183336.94921875,1952.33100047131
380,Los Angeles County,Unincorporated,19000,,,,,,,,,5492156.84765625,9546.990183775
381,Los Angeles County,Unincorporated,19000,,,,,,,,,61572.50390625,1337.28179342945
382,Los Angeles County,Unincorporated,19000,,,,,,,,,15998336.984375,25147.6342270666
383,Los Angeles County,Unincorporated,19000,,,,,,,,,79900.046875,1252.10707447406
384,Los Angeles County,Unincorporated,19000,,,,,,,,,13371525.2382813,35787.942905314
385,Los Angeles County,Unincorporated,19000,,,,,,,,,41685.83984375,1595.47253932323
386,Los Angeles County,Unincorporated,19000,,,,,,,,,582079.01171875,5214.6574576662
387,Los Angeles County,Unincorporated,19000,,,,,,,,,7080208.5,21527.4413622895
388,Los Angeles County,Unincorporated,19000,,,,,,,,,3415618.18359375,10883.1407612616
389,Los Angeles County,Unincorporated,19000,,,,,,,,,37504.12890625,867.784404012706
390,Los Angeles County,Unincorporated,19000,,,,,,,,,3734.88671875,276.11994948177
391,Los Angeles County,Unincorporated,19000,,,,,,,,,437164.39453125,4563.5120923565
392,Los Angeles County,Unincorporated,19000,,,,,,,,,181847.10546875,2637.56743777437
393,Los Angeles County,Unincorporated,19000,,,,,,,,,153754.15625,1785.67542699759
394,Los Angeles County,Unincorporated,19000,,,,,,,,,6009.75,301.449805821155
395,Los Angeles County,Unincorporated,19000,,,,,,,,,85423.39453125,2106.54323195643
396,Los Angeles County,Unincorporated,19000,,,,,,,,,1415719.83203125,8331.86082512017
397,Los Angeles County,Unincorporated,19000,,,,,,,,,189122.19140625,4000.05685256177
398,Los Angeles County,Unincorporated,19000,,,,,,,,,193430.71875,2216.18723951927
399,Los Angeles County,Unincorporated,19000,,,,,,,,,15282.53125,600.356888279251
400,Los Angeles County,Unincorporated,19000,,,,,,,,,862691.2421875,4907.51260203393
401,Los Angeles County,Unincorporated,19000,,,,,,,,,18491.65234375,601.05920834207
402,Los Angeles County,Unincorporated,19000,,,,,,,,,68394.640625,1283.98460578113
403,Los Angeles County,Unincorporated,19000,,,,,,,,,300836.3046875,3098.86690903386
404,Los Angeles County,Unincorporated,19000,,,,,,,,,1233325.12109375,8625.96713282576
405,Los Angeles County,Unincorporated,19000,,,,,,,,,3579060.45703125,21026.835822083
406,Los Angeles County,Unincorporated,19000,,,,,,,,,1614092.3046875,6112.31314012052
407,Los Angeles County,Unincorporated,19000,,,,,,,,,662469.37890625,3683.91436684607
408,Los Angeles County,Unincorporated,19000,,,,,,,,,441086.796875,4464.59884819269
409,Los Angeles County,Unincorporated,19000,,,,,,,,,674017.1640625,4438.80837680809
410,Los Angeles County,Unincorporated,19000,,,,,,,,,123992.7265625,1575.84696448746
411,Los Angeles County,Unincorporated,19000,,,,,,,,,3411084.29296875,17961.110445097
412,Los Angeles County,Unincorporated,19000,,,,,,,,,869276.83203125,6817.1199563672
413,Los Angeles County,Unincorporated,19000,,,,,,,,,2599459.6015625,11089.7962487352
414,Los Angeles County,Unincorporated,19000,,,,,,,,,38458.16796875,995.449126652551
415,Los Angeles County,Unincorporated,19000,,,,,,,,,969897.63671875,5138.43023970208
416,Los Angeles County,Unincorporated,19000,,,,,,,,,1933389.55078125,7087.4559126713
417,Los Angeles County,Unincorporated,19000,,,,,,,,,281672.34765625,3466.39995388998
418,Los Angeles County,Unincorporated,19000,,,,,,,,,11717411.7695313,28018.0387229336
419,Los Angeles County,Unincorporated,19000,,,,,,,,,381363.83984375,4109.26752360168
420,Los Angeles County,Unincorporated,19000,,,,,,,,,956374.9921875,3913.94507526556
421,Los Angeles County,Unincorporated,19000,,,,,,,,,44851.19140625,1157.53726526389
422,Los Angeles County,Unincorporated,19000,,,,,,,,,843046.6953125,4304.70429959729
423,Los Angeles County,Unincorporated,19000,,,,,,,,,7355161.640625,17920.4792136195
424,Los Angeles County,Unincorporated,19000,,,,,,,,,14751.7578125,666.066395236582
425,Los Angeles County,Unincorporated,19000,,,,,,,,,750927.21484375,3504.85651922519
426,Los Angeles County,Unincorporated,19000,,,,,,,,,1699724.859375,9040.47032800598
427,Los Angeles County,Unincorporated,19000,,,,,,,,,22060408.890625,24829.1105830991
428,Los Angeles County,Unincorporated,19000,,,,,,,,,100033401.203125,56946.9213479052
429,Los Angeles County,Unincorporated,19000,,,,,,,,,712799.09765625,5465.09210646361
430,Los Angeles County,Unincorporated,19000,,,,,,,,,477986.09375,3822.36087840213
431,Los Angeles County,Unincorporated,19000,,,,,,,,,920242.3046875,5442.52153033296
432,Los Angeles County,Unincorporated,19000,,,,,,,,,4417422.7421875,8914.12750948784
433,Los Angeles County,Unincorporated,19000,,,,,,,,,14454879.65625,26347.5341582917
434,Los Angeles County,Unincorporated,19000,,,,,,,,,7183039.47265625,27073.5996998813
435,Los Angeles County,Unincorporated,19000,,,,,,,,,2075759.85546875,8610.29633156965
436,Los Angeles County,Unincorporated,19000,,,,,,,,,13465736.515625,32420.4543916206
437,Los Angeles County,Unincorporated,19000,,,,,,,,,9329114.41015625,21361.2057352521
438,Los Angeles County,Unincorporated,19000,,,,,,,,,10170470.6015625,15220.7368262936
439,Los Angeles County,Unincorporated,19000,,,,,,,,,3833009.07421875,12894.8219003611
440,Los Angeles County,Unincorporated,19000,,,,,,,,,20440407.8046875,30604.7718543786
441,Los Angeles County,Unincorporated,19000,,,,,,,,,481342.2421875,3030.47423365334
442,Los Angeles County,Unincorporated,19000,,,,,,,,,4135428.2421875,12188.8208888429
443,Los Angeles County,Unincorporated,19000,,,,,,,,,12007418.3085938,20254.8345576342
444,Los Angeles County,Unincorporated,19000,,,,,,,,,9206460.30378544,20730.3320577098
445,Los Angeles County,Unincorporated,19000,,,,,,,,,18166022.0664063,30086.1500187203
446,Los Angeles County,Unincorporated,19000,,,,,,,,,28131770.9726563,32175.1829830544
447,Los Angeles County,Unincorporated,19000,,,,,,,,,9146.66796875,419.354718364813
448,Los Angeles County,Unincorporated,19000,,,,,,,,,111687.1953125,1487.01296065205
449,Los Angeles County,Unincorporated,19000,,,,,,,,,81510.1640625,1414.49868075942
450,Los Angeles County,Unincorporated,19000,,,,,,,,,7252422.15234375,19044.1954455997
451,Los Angeles County,Unincorporated,19000,,,,,,,,,79867.515625,1232.18267199367
452,Los Angeles County,Unincorporated,19000,,,,,,,,,2091461.3125,7519.51041522119
453,Los Angeles County,Unincorporated,19000,,,,,,,,,132947.51953125,2180.67796557786
454,Los Angeles County,Unincorporated,19000,,,,,,,,,113995.33984375,1466.01603502868
455,Los Angeles County,Unincorporated,19000,,,,,,,,,4306895.0625,9791.6504448944
456,Los Angeles County,Unincorporated,19000,,,,,,,,,449091.51171875,2941.72560511857
457,Los Angeles County,Unincorporated,19000,,,,,,,,,490990.23828125,3924.99832491301
458,Los Angeles County,Unincorporated,19000,,,,,,,,,49568.13671875,991.989277236849
459,Los Angeles County,Unincorporated,19000,,,,,,,,,562250.33984375,3433.11753761111
460,Los Angeles County,Unincorporated,19000,,,,,,,,,42025.88671875,2016.52093373872
461,Los Angeles County,Unincorporated,19000,,,,,,,,,139055.25,2544.42189733942
462,Los Angeles County,Unincorporated,19000,,,,,,,,,440518.6328125,14288.4658634841
463,Los Angeles County,Unincorporated,19000,,,,,,,,,3171723.8984375,11192.4062073799
464,Los Angeles County,Unincorporated,19000,,,,,,,,,24666301.9023438,60262.0152512423
465,Los Angeles County,Unincorporated,19000,,,,,,,,,14862.546875,603.730362967741
466,Los Angeles County,Unincorporated,19000,,,,,,,,,13451978.0195313,34622.4009288984
467,Los Angeles County,Unincorporated,19000,,,,,,,,,5621305.66015625,22947.4182678201
468,Los Angeles County,Unincorporated,19000,,,,,,,,,268408.59765625,2112.24257638296
469,Los Angeles County,Unincorporated,19000,,,,,,,,,10736358.6210938,19509.571564427
470,Los Angeles County,Unincorporated,19000,,,,,,,,,24317470.8945313,36839.3075628527
471,Los Angeles County,Unincorporated,19000,,,,,,,,,8476086503.20313,961724.755984914
472,Los Angeles County,Unincorporated,19000,,,,,,,,,38395.2670850754,901.085464587256
473,Los Angeles County,Unincorporated,19000,,,,,,,,,69470.51171875,1073.43666104352
474,Los Angeles County,Unincorporated,19000,,,,,,,,,135785114.824219,98689.5196852419
475,Los Angeles County,Vernon,19272,,,,,,,,,19461909.4414063,31250.0897086735
476,Los Angeles County,Walnut,19273,,,,,,,,,33951509.0039063,33751.1395010697
477,Los Angeles County,West Covina,19274,,,,,,,,,60782130.1484375,75322.3288592642
478,Los Angeles County,West Hollywood,19277,,,,,,,,,7174103.66015625,21002.9110003445
479,Los Angeles County,Westlake Village,19275,,,,,,,,,20853787.03125,23763.2275497155
480,Los Angeles County,Whittier,19276,,,,,,,,,218942.33984375,2539.38885618985
481,Los Angeles County,Whittier,19276,,,,,,,,,55644125.0814743,53318.5551938737
482,Madera County,Chowchilla,20001,,,,,,,,,4183151.77734375,8181.20739431526
483,Madera County,Chowchilla,20001,,,,,,,,,4200392.8359375,8222.17871316235
484,Madera County,Chowchilla,20001,,,,,,,,,123017.5859375,1480.1937604263
485,Madera County,Chowchilla,20001,,,,,,,,,39006211.9609375,36611.2958111033
486,Madera County,Madera,20002,,,,,,,,,2485814.671875,8631.77622168685
487,Madera County,Madera,20002,,,,,,,,,78994047.921875,69507.4099018414
488,Madera County,Unincorporated,20000,,,,,,,,,123693.52734375,1552.59682319214
489,Madera County,Unincorporated,20000,,,,,,,,,8677993562.47656,734869.874882531
490,Marin County,Belvedere,21001,,,,,,,,,9484721.00390625,13715.0901324514
491,Marin County,Corte Madera,21002,,,,,,,,,18654226.7421875,24602.1769236471
492,Marin County,Fairfax,21003,,,,,,,,,9362828.26171875,26579.2572958627
493,Marin County,Larkspur,21004,,,,,,,,,13318038.8164063,30863.9974967733
494,Marin County,Mill Valley,21005,,,,,,,,,20302880.7578125,32639.2173637484
495,Marin County,Novato,21010,,,,,,,,,116824730.09375,113464.180695713
496,Marin County,Ross,21006,,,,,,,,,6485469.77734375,14555.4276246196
497,Marin County,San Anselmo,21007,,,,,,,,,10735076.609375,19673.194121109
498,Marin County,San Anselmo,21007,,,,,,,,,398417.41015625,4092.48012746964
499,Marin County,San Rafael,21008,,,,,,,,,93857805.3789063,97976.9890463413
500,Marin County,Sausalito,21009,,,,,,,,,8845245.1640625,14470.1224001976
501,Marin County,Tiburon,21011,,,,,,,,,63702504.0546875,75606.2835224623
502,Marin County,Unincorporated,21000,,,,,,,,,3067781553.05859,569169.373634633
503,Marin County,Unincorporated,21000,,,,,,,,,1583.203125,204.978242306941
504,Marin County,Unincorporated,21000,,,,,,,,,60367.484375,1372.30247133735
505,Marin County,Unincorporated,21000,,,,,,,,,381406.96484375,4012.1738110344
506,Marin County,Unincorporated,21000,,,,,,,,,648333.84375,3340.43185298498
507,Marin County,Unincorporated,21000,,,,,,,,,440632.28515625,3891.99059950956
508,Marin County,Unincorporated,21000,,,,,,,,,1129982.546875,7546.3746426573
509,Marin County,Unincorporated,21000,,,,,,,,,1940187.62890625,9046.07309596167
510,Marin County,Unincorporated,21000,,,,,,,,,139451.0625,2020.34955805798
511,Marin County,Unincorporated,21000,,,,,,,,,1500785.20703125,6811.27847716008
512,Marin County,Unincorporated,21000,,,,,,,,,53440.48828125,1075.3997470088
513,Marin County,Unincorporated,21000,,,,,,,,,11363058.09375,22769.7227589389
514,Marin County,Unincorporated,21000,,,,,,,,,3462965.83984375,13435.8251222075
515,Marin County,Unincorporated,21000,,,,,,,,,2135.72265625,302.517956085922
516,Mariposa County,Unincorporated,22000,,,,,,,,,6039428653.69531,436548.475204552
517,Mendocino County,Fort Bragg,23001,,,,,,,,,2860.25,219.323977039787
518,Mendocino County,Fort Bragg,23001,,,,,,,,,5538.1640625,317.608037759103
519,Mendocino County,Fort Bragg,23001,,,,,,,,,32660.30859375,771.676742749273
520,Mendocino County,Fort Bragg,23001,,,,,,,,,72804.640625,1766.67673608327
521,Mendocino County,Fort Bragg,23001,,,,,,,,,266804.82421875,2067.49087744263
522,Mendocino County,Fort Bragg,23001,,,,,,,,,294985.42578125,3383.59586174875
523,Mendocino County,Fort Bragg,23001,,,,,,,,,12039512.15625,38252.5565293119
524,Mendocino County,Point Arena,23002,,,,,,,,,42707.953125,1690.57460794188
525,Mendocino County,Point Arena,23002,,,,,,,,,5839396.59765625,16953.5706860567
526,Mendocino County,Ukiah,23003,,,,,,,,,245108.875,2408.52086015346
527,Mendocino County,Ukiah,23003,,,,,,,,,1185771.38671875,5166.14777579221
528,Mendocino County,Ukiah,23003,,,,,,,,,25613963.328125,41956.6378355739
529,Mendocino County,Ukiah,23003,,,,,,,,,2069956.390625,6506.56545564797
530,Mendocino County,Unincorporated,23000,,,,,,,,,16792545315.7422,848700.189279259
531,Mendocino County,Unincorporated,23000,,,,,,,,,25770.97265625,758.892291083577
532,Mendocino County,Willits,23004,,,,,,,,,244922.86328125,2175.56978463952
533,Mendocino County,Willits,23004,,,,,,,,,476938.59765625,4529.43126215936
534,Mendocino County,Willits,23004,,,,,,,,,11483309.2539063,22992.9305633472
535,Merced County,Atwater,24001,,,,,,,,,26916579.2265625,41992.7172880963
536,Merced County,Atwater,24001,,,,,,,,,657458.890625,3483.56732976325
537,Merced County,Dos Palos,24006,,,,,,,,,119374.30859375,1469.6952502565
538,Merced County,Dos Palos,24006,,,,,,,,,246887.38671875,2079.21878805529
539,Merced County,Dos Palos,24006,,,,,,,,,488776.265625,2978.90634397557
540,Merced County,Dos Palos,24006,,,,,,,,,4770325.78125,13393.059485648
541,Merced County,Gustine,24002,,,,,,,,,63944.4140625,1051.71250118003
542,Merced County,Gustine,24002,,,,,,,,,7333035.53125,28155.6106510871
543,Merced County,Livingston,24003,,,,,,,,,328947.10546875,3942.90322827525
544,Merced County,Livingston,24003,,,,,,,,,14856237.6210938,24600.1076940256
545,Merced County,Los Banos,24004,,,,,,,,,496711.1015625,2980.22043920095
546,Merced County,Los Banos,24004,,,,,,,,,42998888.5351563,53466.5381907768
547,Merced County,Merced,24005,,,,,,,,,107357896.464844,156783.875371516
548,Merced County,Unincorporated,24000,,,,,,,,,7876711137.9375,752622.060527271
549,Merced County,Unincorporated,24000,,,,,,,,,2791.578125,263.632809334269
550,Merced County,Unincorporated,24000,,,,,,,,,35461.953125,836.104249742569
551,Merced County,Unincorporated,24000,,,,,,,,,110744.1171875,2240.55357884555
552,Merced County,Unincorporated,24000,,,,,,,,,112224.73046875,1880.27971433985
553,Merced County,Unincorporated,24000,,,,,,,,,257792.28125,2139.50219294044
554,Merced County,Unincorporated,24000,,,,,,,,,758862.28125,3535.7401693567
555,Merced County,Unincorporated,24000,,,,,,,,,1344726.4921875,5180.02910633973
556,Merced County,Unincorporated,24000,,,,,,,,,83835.46875,1235.47836708774
557,Modoc County,Alturas,25001,,,,,,,,,354797.08984375,3016.5995710499
558,Modoc County,Alturas,25001,,,,,,,,,13009041.5976563,20772.1591501632
559,Modoc County,Unincorporated,25000,,,,,,,,,19461896348.125,590103.980146055
560,Mono County,Mammoth Lakes,26010,,,,,,,,,1269214.6171875,8425.54628073588
561,Mono County,Mammoth Lakes,26010,,,,,,,,,102831631.789063,49637.6543434523
562,Mono County,Unincorporated,26000,,,,,,,,,12954599056.0938,735841.544386084
563,Monterey County,Carmel-by-the-Sea,27001,,,,,,,,,2475.16015625,315.690733287355
564,Monterey County,Carmel-by-the-Sea,27001,,,,,,,,,23232168.9140625,32293.610422679
565,Monterey County,Del Rey Oaks,27009,,,,,,,,,4356068.109375,15442.110306651
566,Monterey County,Gonzales,27007,,,,,,,,,7065082.1484375,23982.1095657379
567,Monterey County,Gonzales,27007,,,,,,,,,736130.21875,4431.35913636241
568,Monterey County,Greenfield,27008,,,,,,,,,443956.78125,4704.85396296274
569,Monterey County,Greenfield,27008,,,APRICE1,4/2/2025 11:23:19 PM,,,,,11637334.484375,25029.0759364113
570,Monterey County,King City,27002,,,,,,,,,3310707,10795.549208406
571,Monterey County,King City,27002,,,,,,,,,12707759.0351563,20774.7775864963
572,Monterey County,Marina,27012,,,,,,,,,38583030.1484375,39062.4790657785
573,Monterey County,Monterey,27003,,,,,,,,,10987.82421875,502.804436864777
574,Monterey County,Monterey,27003,,,,,,,,,48431605.78125,69555.1365895485
575,Monterey County,Pacific Grove,27004,,,,,,,,,30819349.421875,36493.1200483164
576,Monterey County,Salinas,27005,,,,,,,,,327530.546875,3863.55307129438
577,Monterey County,Salinas,27005,,,,,,,,,94578472.4726563,55409.7735294278
578,Monterey County,Sand City,27011,,,,,,,,,12595366.609375,14408.0304938238
579,Monterey County,Seaside,27010,,,,,,,,,36900641.046875,28339.5674954196
580,Monterey County,Soledad,27006,,,,,,,,,64710.78125,1637.06325313595
581,Monterey County,Soledad,27006,,,,,,,,,812971.18359375,3952.75261511428
582,Monterey County,Soledad,27006,,,,,,,,,2568667.93359375,7700.16580787268
583,Monterey County,Soledad,27006,,,,,,,,,5988604.05078125,11660.1337027123
584,Monterey County,Soledad,27006,,,,,,,,,9532276.2734375,16019.9465615674
585,Monterey County,Unincorporated,27000,,,APRICE1,4/2/2025 11:19:51 PM,,,,,14697564523.5,1104618.85650491
586,Monterey County,Unincorporated,27000,,,,,,,,,4667.0625,484.003819469473
587,Monterey County,Unincorporated,27000,,,,,,,,,5522.0859375,460.830463108495
588,Monterey County,Unincorporated,27000,,,,,,,,,3030388.62109375,10591.4038970361
589,Napa County,American Canyon,28005,,,,,,,,,92917.6015625,1467.45465126894
590,Napa County,American Canyon,28005,,,,,,,,,412125.8359375,3117.74820266638
591,Napa County,American Canyon,28005,,,,,,,,,25200021.53125,30406.062450723
592,Napa County,Calistoga,28001,,,,,,,,,10921545.1367188,18985.5504107638
593,Napa County,Napa,28002,,,,,,,,,66841368.21875,100261.08342076
594,Napa County,Napa,28002,,,,,,,,,784.17578125,119.496630910511
595,Napa County,Napa,28002,,,,,,,,,5117.44140625,287.160553328766
596,Napa County,Napa,28002,,,,,,,,,6688.96484375,336.803803545785
597,Napa County,Napa,28002,,,,,,,,,42989.78125,951.002886399378
598,Napa County,Napa,28002,,,,,,,,,121241.25,1487.20594617601
599,Napa County,Napa,28002,,,,,,,,,197440.6328125,2356.93331612949
600,Napa County,Napa,28002,,,,,,,,,267241.97265625,2066.37683271862
601,Napa County,Napa,28002,,,,,,,,,9792699.5234375,21426.72359286
602,Napa County,St. Helena,28003,,,,,,,,,698785.12890625,3771.12974444977
603,Napa County,St. Helena,28003,,,,,,,,,20813838.3671875,27763.9959671156
604,Napa County,Unincorporated,28000,,,,,,,,,3213472519.21094,568649.046918372
605,Napa County,Unincorporated,28000,,,,,,,,,10776.13671875,550.207951832828
606,Napa County,Unincorporated,28000,,,,,,,,,12409.875,464.026831460176
607,Napa County,Unincorporated,28000,,,,,,,,,23074.21484375,808.908565956379
608,Napa County,Unincorporated,28000,,,,,,,,,42560.40625,1079.90330792941
609,Napa County,Unincorporated,28000,,,,,,,,,67396.13671875,1278.85165865867
610,Napa County,Unincorporated,28000,,,,,,,,,79101.078125,1149.29506779642
611,Napa County,Unincorporated,28000,,,,,,,,,714904.4609375,6502.2196692303
612,Napa County,Unincorporated,28000,,,,,,,,,15633.01953125,532.795579378276
613,Napa County,Unincorporated,28000,,,,,,,,,23931.29296875,629.492935637973
614,Napa County,Unincorporated,28000,,,,,,,,,32830.20703125,1427.12506007488
615,Napa County,Unincorporated,28000,,,,,,,,,3752.68359375,251.232576932572
616,Napa County,Yountville,28004,,,,,,,,,6291603.80078125,18246.4942176628
617,Nevada County,Grass Valley,29001,,,,,,,,,11511.87109375,453.516177281813
618,Nevada County,Grass Valley,29001,,,,,,,,,144716.67578125,1991.56631868842
619,Nevada County,Grass Valley,29001,,,,,,,,,26767935.3398438,56908.6260137509
620,Nevada County,Nevada City,29002,,,,,,,,,756205.3828125,3940.66867091407
621,Nevada County,Nevada City,29002,,,,,,,,,9706975.7890625,22634.6794911064
622,Nevada County,Truckee,29003,,,,,,,,,146093746.441406,84197.3848512131
623,Nevada County,Unincorporated,29000,,,,,,,,,4038871847.58594,568731.784623683
624,Nevada County,Unincorporated,29000,,,,,,,,,1014.6796875,180.262560375396
625,Nevada County,Unincorporated,29000,,,,,,,,,14860.5625,539.358624095905
626,Orange County,Aliso Viejo,30034,,,,,,,,,25901102.5585938,33792.2368059392
627,Orange County,Anaheim,30001,,,,,,,,,191535307.933594,147790.732262977
628,Orange County,Brea,30002,,,,,,,,,3857.8984375,249.133540862282
629,Orange County,Brea,30002,,,,,,,,,47842985.859375,59277.6725817265
630,Orange County,Buena Park,30014,,,,,,,,,39727499.1484375,48484.6763087304
631,Orange County,Costa Mesa,30015,,,,,,,,,59418017.4101563,42905.694868189
632,Orange County,Cypress,30019,,,,,,,,,24906895.3125,30868.4864466677
633,Orange County,Dana Point,30028,,,,,,,,,24286847.390625,39417.6866581092
634,Orange County,Fountain Valley,30021,,,,,,,,,34017800.984375,26316.8181071837
635,Orange County,Fullerton,30003,,,,,,,,,84566476.4609375,60810.1927098329
636,Orange County,Garden Grove,30018,,,,,,,,,67374370.953125,75435.9461544278
637,Orange County,Huntington Beach,30004,,,,,,,,,102131712.085938,77629.9113600448
638,Orange County,Irvine,30026,,,,,,,,,247378629.3125,95147.2753662781
639,Orange County,La Habra,30006,,,,,,,,,28531854.2382813,27142.6260387217
640,Orange County,La Palma,30016,,,,,,,,,6789701.66796875,16521.1651585197
641,Orange County,Laguna Beach,30005,,,,,,,,,33039692.4140625,61688.8205889003
642,Orange County,Laguna Hills,30031,,,,,,,,,24878658.515625,36426.0968190465
643,Orange County,Laguna Niguel,30029,,,,,,,,,55258667.9492188,44297.5695800922
644,Orange County,Laguna Woods,30032,,,,,,,,,12377848.6367188,27901.8032442044
645,Orange County,Lake Forest,30030,,,,,,,,,62917420.9414063,39832.0748666739
646,Orange County,Los Alamitos,30022,,,,,,,,,15380217.5039063,25663.6193264606
647,Orange County,Mission Viejo,30027,,,,,,,,,67429366.2929688,47220.1891708885
648,Orange County,Newport Beach,30007,,,,,,,,,235857.28515625,1990.81939369483
649,Orange County,Newport Beach,30007,,,,,,,,,96334693.4101563,66521.4502462321
650,Orange County,Newport Beach,30007,,,,,,,,,58507.3515625,967.533824897908
651,Orange County,Orange,30008,,,,,,,,,96895997.1289063,125399.032601919
652,Orange County,Placentia,30009,,,,,,,,,25392455.7226563,41434.6530371568
653,Orange County,Rancho Santa Margarita,30033,,,,,,,,,48466897.2695313,53158.1241483067
654,Orange County,San Clemente,30010,,,,,,,,,68458638.453125,45906.4446448774
655,Orange County,San Juan Capistrano,30023,,,,,,,,,53807215.9335938,39999.4310164144
656,Orange County,Santa Ana,30011,,,,,,,,,102850509.214844,59285.7550401574
657,Orange County,Seal Beach,30012,,,,,,,,,43851084.1953125,37523.1274414288
658,Orange County,Stanton,30017,,,,,,,,,11676027.4921875,33310.7745069956
659,Orange County,Tustin,30013,,,,,,,,,80.78125,36.677173146897
660,Orange County,Tustin,30013,,,,,,,,,328.37109375,78.9913003844146
661,Orange County,Tustin,30013,,,,,,,,,520.87109375,117.113740168528
662,Orange County,Tustin,30013,,,,,,,,,2841.6328125,232.218786669587
663,Orange County,Tustin,30013,,,,,,,,,2374.16015625,195.945846505735
664,Orange County,Tustin,30013,,,,,,,,,2577.24609375,203.845012062096
665,Orange County,Tustin,30013,,,,,,,,,6727.5078125,351.863184359337
666,Orange County,Tustin,30013,,,,,,,,,10544.58203125,441.264069536015
667,Orange County,Tustin,30013,,,,,,,,,41787847.59375,55531.3246753074
668,Orange County,Unincorporated,30000,,,,,,,,,860562167.167969,236918.55311001
669,Orange County,Unincorporated,30000,,,,,,,,,36354.00390625,770.830177790292
670,Orange County,Unincorporated,30000,,,,,,,,,125177.79296875,4833.25271174231
671,Orange County,Unincorporated,30000,,,,,,,,,62089.97265625,1459.31520425162
672,Orange County,Unincorporated,30000,,,,,,,,,124057.890625,1557.09111524598
673,Orange County,Unincorporated,30000,,,,,,,,,320535.53515625,4556.95971291264
674,Orange County,Unincorporated,30000,,,,,,,,,190947.24609375,3727.05235515671
675,Orange County,Unincorporated,30000,,,,,,,,,160282.09375,2099.22738786428
676,Orange County,Unincorporated,30000,,,,,,,,,185628.30078125,1978.49187519213
